council_name,development_type,application_status,application_count,total_development_cost,average_development_cost,latest_source_updated_at
Campbelltown City Council,Home business,Determined,3,0.0,0.0,2026-03-22 08:32:31.197
Campbelltown City Council,Home business,Withdrawn,1,0.0,0.0,2026-03-20 22:35:25.693
Campbelltown City Council,Multi-dwelling housing,Determined,2,4437636.0,2218818.0,2026-03-20 23:20:57.12
Campbelltown City Council,Other,Deferred Commencement,1,0.0,0.0,2026-03-20 22:27:25.24
Campbelltown City Council,Other,Determined,4,897000.0,224250.0,2026-03-22 08:43:41.653
Campbelltown City Council,Other,Withdrawn,2,70000.0,70000.0,2026-03-22 08:23:23.25
Campbelltown City Council,Place of public worship,Determined,1,328629.9,328629.9,2026-03-22 08:32:55.593
Campbelltown City Council,Pools / decks / fencing,Determined,3,173597.0,57865.666666666664,2026-03-22 07:45:13.69
Campbelltown City Council,Pools / decks / fencing,Withdrawn,3,1303812.5,434604.1666666667,2026-03-28 23:51:41.303
Campbelltown City Council,Restaurant or cafe,Determined,1,1300000.0,1300000.0,2026-03-22 08:04:34.47
Campbelltown City Council,"Retaining walls, protection of trees",Determined,1,301084.0,301084.0,2026-03-20 23:30:55.27
Campbelltown City Council,"Retaining walls, protection of trees",Withdrawn,1,808500.0,808500.0,2026-03-20 23:09:57.843
Campbelltown City Council,Secondary dwelling,Determined,6,2538787.0,423131.1666666667,2026-03-27 22:40:46.507
Campbelltown City Council,Secondary dwelling,Rejected,1,105000.0,105000.0,2026-03-20 22:46:07.46
Campbelltown City Council,Secondary dwelling,Withdrawn,1,70225.0,70225.0,2026-03-20 22:26:39.31
Campbelltown City Council,Semi-attached dwelling,Determined,1,400000.0,400000.0,2026-03-20 22:49:02.927
Campbelltown City Council,Shed,Determined,3,191632.0,63877.333333333336,2026-03-20 23:20:58.53
Campbelltown City Council,Signage,Determined,2,4100.0,2050.0,2026-03-20 23:14:50.593
Campbelltown City Council,Signage,Withdrawn,1,25000.0,25000.0,2026-03-28 22:25:25.033
Campbelltown City Council,Subdivision of land,Determined,6,2175646.48,435129.296,2026-03-20 23:10:05.247
Canterbury-Bankstown Council,Alterations and additions to commercial development,Determined,17,10765184.5,717678.9666666667,2026-03-22 08:40:49.18
Canterbury-Bankstown Council,Alterations and additions to commercial development,Withdrawn,1,330120.0,330120.0,2026-03-20 22:53:53.297
Canterbury-Bankstown Council,Alterations and additions to industrial development,Determined,6,5960020.0,993336.6666666666,2026-03-22 08:40:53.65
Canterbury-Bankstown Council,Alterations and additions to industrial development,Withdrawn,1,24000.0,24000.0,2026-03-20 22:54:24.767
Canterbury-Bankstown Council,Alterations and additions to residential development,Deferred Commencement,1,22660.0,22660.0,2026-03-20 23:11:38.407
Canterbury-Bankstown Council,Alterations and additions to residential development,Determined,30,4512649.0,150421.63333333333,2026-03-28 23:51:34.597
Canterbury-Bankstown Council,Alterations and additions to residential development,Operational consent issued,1,425000.0,425000.0,2026-03-20 23:24:39.613
Canterbury-Bankstown Council,Alterations and additions to residential development,Withdrawn,3,517018.0,172339.33333333334,2026-03-22 08:23:45.803
Canterbury-Bankstown Council,Attached dwelling,Determined,4,1574781.0,524927.0,2026-03-22 07:39:58.08
Canterbury-Bankstown Council,"Balconies, decks, patios, terraces or verandahs",Determined,12,3525666.0,320515.0909090909,2026-03-28 23:42:10.313
Canterbury-Bankstown Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,15000.0,15000.0,2026-03-20 23:05:09.373
Canterbury-Bankstown Council,Boarding house,Determined,1,2999002.0,2999002.0,2026-03-20 22:38:12.183
Canterbury-Bankstown Council,Business premises,Determined,1,25000.0,25000.0,2026-03-22 08:32:58.407
Canterbury-Bankstown Council,Centre based childcare,Deferred Commencement,1,3388000.0,3388000.0,2026-03-20 22:59:53.367
Canterbury-Bankstown Council,Centre based childcare,Determined,1,1008559.0,1008559.0,2026-03-20 22:42:49.957
Canterbury-Bankstown Council,Change of use,Determined,3,25000.0,8333.333333333334,2026-03-22 08:32:58.407
Canterbury-Bankstown Council,Change of use,Withdrawn,1,55000.0,55000.0,2026-03-22 08:20:22.917
Canterbury-Bankstown Council,Demolition,Determined,56,44750725.099999994,828717.1314814814,2026-03-28 23:53:33.883
Canterbury-Bankstown Council,Demolition,Withdrawn,5,3898549.0,779709.8,2026-03-22 08:04:54.803
Canterbury-Bankstown Council,Dual occupancy,Deferred Commencement,2,1502410.0,751205.0,2026-03-20 22:54:14.403
Canterbury-Bankstown Council,Dual occupancy,Determined,65,46514340.980000004,775239.0163333334,2026-03-28 23:53:33.883
Canterbury-Bankstown Council,Dual occupancy,Withdrawn,8,7871794.17,983974.27125,2026-03-27 22:40:20.917
Canterbury-Bankstown Council,Dwelling,Additional Information Requested,1,,,2026-03-20 22:58:08.433
Canterbury-Bankstown Council,Dwelling,Determined,36,21659769.11,676867.7846875,2026-03-28 21:59:13.23
Canterbury-Bankstown Council,Earthworks / change in levels,Determined,2,6249036.51,3124518.255,2026-03-20 22:49:01.03
Canterbury-Bankstown Council,Educational establishment ,Determined,1,,,2026-03-20 22:59:07.063
Canterbury-Bankstown Council,Flood mitigation work,Determined,1,5459311.0,5459311.0,2026-03-20 22:49:01.03
Canterbury-Bankstown Council,Food and drink premises,Withdrawn,1,24000.0,24000.0,2026-03-20 22:54:24.767
Canterbury-Bankstown Council,"Garages, carports and car parking spaces",Determined,8,1632434.0,233204.85714285713,2026-03-28 23:48:50.423
Canterbury-Bankstown Council,Health services facilities,Determined,2,60000.0,30000.0,2026-03-20 23:09:59.15
Canterbury-Bankstown Council,Home business,Determined,1,0.0,0.0,2026-03-22 08:44:06.52
Canterbury-Bankstown Council,Industrial development,Determined,3,438000.0,146000.0,2026-03-22 07:26:08.567
Canterbury-Bankstown Council,Mixed use development,Determined,3,33721186.0,11240395.333333334,2026-03-28 23:52:29.683
Canterbury-Bankstown Council,Multi-dwelling housing,Determined,2,1476523.49,1476523.49,2026-03-20 22:54:40.397
Canterbury-Bankstown Council,Multi-dwelling housing,Withdrawn,1,687100.0,687100.0,2026-03-20 22:42:57.287
Canterbury-Bankstown Council,Other,Deferred Commencement,1,514100.0,514100.0,2026-03-20 22:54:14.403
Canterbury-Bankstown Council,Other,Determined,16,2825579.2,188371.94666666668,2026-03-28 23:52:35.493
Canterbury-Bankstown Council,Other,Withdrawn,1,330120.0,330120.0,2026-03-20 22:53:53.297
Canterbury-Bankstown Council,Place of public worship,Withdrawn,1,55000.0,55000.0,2026-03-22 08:20:22.917
Canterbury-Bankstown Council,Pools / decks / fencing,Determined,25,11409892.3,475412.1791666667,2026-03-22 08:43:53.757
Canterbury-Bankstown Council,Pools / decks / fencing,Withdrawn,1,1163258.0,1163258.0,2026-03-20 22:43:42.54
Canterbury-Bankstown Council,Pub,Determined,1,0.0,0.0,2026-03-20 22:47:42.973
Canterbury-Bankstown Council,Residential flat building,Determined,4,6424356.98,1606089.245,2026-03-22 08:36:22.63
Canterbury-Bankstown Council,Restaurant or cafe,Determined,4,869500.0,217375.0,2026-03-22 08:16:31.16
Canterbury-Bankstown Council,Restaurant or cafe,Withdrawn,1,330120.0,330120.0,2026-03-20 22:53:53.297
Canterbury-Bankstown Council,Retail premises ,Determined,2,35680784.0,17840392.0,2026-03-22 07:26:03.83
Canterbury-Bankstown Council,Secondary dwelling,Deferred Commencement,2,1010970.0,505485.0,2026-03-20 23:11:38.407
Canterbury-Bankstown Council,Secondary dwelling,Determined,38,8874610.23,246516.95083333334,2026-03-28 23:48:59.707
Canterbury-Bankstown Council,Secondary dwelling,Withdrawn,5,1935728.0,387145.6,2026-03-22 08:23:45.803
Canterbury-Bankstown Council,Semi-attached dwelling,Determined,1,1138522.0,1138522.0,2026-03-20 23:06:26.72
Canterbury-Bankstown Council,Shed,Determined,1,17872.0,17872.0,2026-03-22 07:44:42.077
Canterbury-Bankstown Council,Shed,Withdrawn,1,1100000.0,1100000.0,2026-03-22 08:04:54.803
Canterbury-Bankstown Council,Shop top housing,Determined,3,33062784.0,16531392.0,2026-03-28 23:52:29.683
Canterbury-Bankstown Council,Signage,Determined,7,3559110.0,508444.28571428574,2026-03-22 07:25:19.3
Canterbury-Bankstown Council,Stormwater management systems,Determined,2,763363.0,381681.5,2026-03-20 22:44:19.103
Canterbury-Bankstown Council,Subdivision of land,Deferred Commencement,1,514100.0,514100.0,2026-03-20 22:54:14.403
Canterbury-Bankstown Council,Subdivision of land,Determined,34,24644899.62,770153.113125,2026-03-28 23:53:33.883
Canterbury-Bankstown Council,Subdivision of land,Withdrawn,5,4032217.0,806443.4,2026-03-22 08:04:54.803
Canterbury-Bankstown Council,Take-away food and drink premises,Determined,2,50500.0,25250.0,2026-03-20 22:59:51.66
Canterbury-Bankstown Council,Waste and resource management facilities ,Determined,1,286550.0,286550.0,2026-03-20 22:45:49.433
Central Coast Council,Alterations and additions to commercial development,Determined,7,4559056.8,651293.8285714285,2026-03-22 08:10:45.227
Central Coast Council,Alterations and additions to commercial development,Withdrawn,2,117700.0,58850.0,2026-03-28 23:29:46.087
Central Coast Council,Alterations and additions to industrial development,Determined,1,482843.24,482843.24,2026-03-22 07:44:18.04
Central Coast Council,Alterations and additions to residential development,Determined,133,20468326.0,153897.18796992482,2026-03-28 23:53:40.293
Central Coast Council,Alterations and additions to residential development,Withdrawn,7,920965.0,131566.42857142858,2026-03-22 07:25:46.447
Central Coast Council,Attached dwelling,Withdrawn,1,490000.0,490000.0,2026-03-20 22:59:23.467
Central Coast Council,"Balconies, decks, patios, terraces or verandahs",Deferred Commencement,1,950000.0,950000.0,2026-03-20 22:54:26.917
Central Coast Council,"Balconies, decks, patios, terraces or verandahs",Determined,30,2971776.0,99059.2,2026-03-28 23:52:36.097
Central Coast Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,2,125965.0,62982.5,2026-03-20 23:25:09.61
Central Coast Council,Bed and breakfast accommodation,Determined,1,1807132.0,1807132.0,2026-03-22 07:34:41.723
Central Coast Council,Boarding house,Determined,1,754896.0,754896.0,2026-03-20 22:27:55.37
Central Coast Council,Business premises,Determined,1,65000.0,65000.0,2026-03-20 22:43:36.15
Central Coast Council,Centre based childcare,Determined,2,2357610.0,2357610.0,2026-03-22 08:16:58.707
Central Coast Council,Change of use,Determined,4,32000.0,8000.0,2026-03-28 23:29:15.4
Central Coast Council,Demolition,Determined,23,8073242.6,366965.5727272727,2026-03-28 23:50:06.467
Central Coast Council,Demolition,Withdrawn,1,490000.0,490000.0,2026-03-20 22:59:23.467
Central Coast Council,Dual occupancy,Determined,13,6320697.0,574608.8181818182,2026-03-22 07:37:45.93
Central Coast Council,Dual occupancy,Withdrawn,1,700000.0,700000.0,2026-03-20 23:09:44.183
Central Coast Council,Dwelling,Deferred Commencement,1,950000.0,950000.0,2026-03-20 22:54:26.917
Central Coast Council,Dwelling,Determined,83,33527779.6,419097.245,2026-03-28 23:52:34.903
Central Coast Council,Dwelling,Under Assessment,1,672355.0,672355.0,2026-03-20 23:24:52.843
Central Coast Council,Dwelling,Withdrawn,3,1486534.0,495511.3333333333,2026-03-22 08:43:29.013
Central Coast Council,Earthworks / change in levels,Determined,3,2260000.0,753333.3333333334,2026-03-22 07:37:43.78
Central Coast Council,Farm buildings,Determined,2,2150000.0,1075000.0,2026-03-22 07:37:43.78
Central Coast Council,"Garages, carports and car parking spaces",Determined,26,1806565.0,69483.26923076923,2026-03-28 22:32:38.643
Central Coast Council,"Garages, carports and car parking spaces",Withdrawn,2,118465.0,59232.5,2026-03-28 23:29:43.11
Central Coast Council,Group homes ,Determined,1,842050.0,842050.0,2026-03-20 23:06:03.857
Central Coast Council,Group homes ,Withdrawn,1,1330000.0,1330000.0,2026-03-22 08:28:34.69
Central Coast Council,Health services facilities,Under Assessment,1,1548250.0,1548250.0,2026-03-20 23:04:38.807
Central Coast Council,Health services facilities,Withdrawn,1,330000.0,330000.0,2026-03-20 22:56:24.817
Central Coast Council,Home business,Determined,3,10000.0,3333.3333333333335,2026-03-28 23:48:02.06
Central Coast Council,Industrial development,Determined,4,10724706.0,2681176.5,2026-03-20 23:04:30.587
Central Coast Council,Industrial development,Withdrawn,1,2200000.0,2200000.0,2026-03-20 23:21:12.363
Central Coast Council,Multi-dwelling housing,Determined,3,2782000.0,927333.3333333334,2026-03-20 23:20:22.92
Central Coast Council,Other,Determined,19,33827400.0,1780389.4736842106,2026-03-22 07:37:43.78
Central Coast Council,Other,Withdrawn,5,2200000.0,440000.0,2026-03-20 23:04:52.42
Central Coast Council,Place of public worship,Withdrawn,1,1136534.0,1136534.0,2026-03-20 22:45:23.78
Central Coast Council,Pools / decks / fencing,Deferred Commencement,1,950000.0,950000.0,2026-03-20 22:54:26.917
Central Coast Council,Pools / decks / fencing,Determined,57,10872082.0,190738.28070175438,2026-03-28 23:53:40.95
Central Coast Council,Pools / decks / fencing,Withdrawn,1,155000.0,155000.0,2026-03-20 22:43:19.31
Central Coast Council,"Port, wharf, boating facilities",Determined,1,40000.0,40000.0,2026-03-20 22:49:05.893
Central Coast Council,Recreational Uses,Determined,2,0.0,0.0,2026-03-20 23:04:55.263
Central Coast Council,Residential flat building,Determined,3,59673084.0,19891028.0,2026-03-22 08:40:57.857
Central Coast Council,Residential flat building,Withdrawn,1,500000.0,500000.0,2026-03-20 22:59:13.887
Central Coast Council,Restaurant or cafe,Under Assessment,1,1548250.0,1548250.0,2026-03-20 23:04:38.807
Central Coast Council,"Retaining walls, protection of trees",Deferred Commencement,1,950000.0,950000.0,2026-03-20 22:54:26.917
Central Coast Council,"Retaining walls, protection of trees",Determined,7,2784253.0,397750.4285714286,2026-03-22 08:31:30.45
Central Coast Council,Secondary dwelling,Determined,32,4756472.0,153434.5806451613,2026-03-28 23:51:09.68
Central Coast Council,Secondary dwelling,Withdrawn,1,141650.0,141650.0,2026-03-20 23:05:01.123
Central Coast Council,Shed,Determined,30,3213159.0,107105.3,2026-03-28 23:52:21.19
Central Coast Council,Shed,Withdrawn,1,10000.0,10000.0,2026-03-20 22:38:45.763
Central Coast Council,Signage,Determined,1,269500.0,269500.0,2026-03-20 22:50:14.423
Central Coast Council,Stormwater management systems,Determined,2,673618.0,336809.0,2026-03-28 23:57:52.29
Central Coast Council,Stratum / community title subdivision,Determined,1,0.0,0.0,2026-03-22 08:36:38.32
Central Coast Council,Stratum / community title subdivision,Withdrawn,1,0.0,0.0,2026-03-28 22:03:33.297
Central Coast Council,Subdivision of land,Determined,13,4285846.0,357153.8333333333,2026-03-22 07:37:45.93
Central Coast Council,Subdivision of land,Withdrawn,1,0.0,0.0,2026-03-28 22:03:33.297
Central Coast Council,Take-away food and drink premises,Determined,1,0.0,0.0,2026-03-22 08:38:10.123
Central Coast Council,Telecommunications and communication facilities,Determined,1,60000.0,60000.0,2026-03-22 07:34:54.037
Cessnock City Council,Alterations and additions to commercial development,Determined,2,410578.0,205289.0,2026-03-28 22:13:23.643
Cessnock City Council,Alterations and additions to residential development,Determined,5,847160.0,169432.0,2026-03-28 23:58:00.793
Cessnock City Council,Alterations and additions to residential development,Rejected,1,295900.0,295900.0,2026-03-20 23:15:25.903
Cessnock City Council,Alterations and additions to residential development,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Attached dwelling,Determined,1,40000.0,40000.0,2026-03-28 22:00:47.19
Cessnock City Council,"Balconies, decks, patios, terraces or verandahs",Determined,3,567049.0,189016.33333333334,2026-03-22 07:25:51.54
Cessnock City Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Bed and breakfast accommodation,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Boarding house,Determined,1,1000000.0,1000000.0,2026-03-20 22:48:06.467
Cessnock City Council,Business premises,Determined,1,900000.0,900000.0,2026-03-20 23:05:18.85
Cessnock City Council,Change of use,Withdrawn,1,40000.0,40000.0,2026-03-20 23:14:22.553
Cessnock City Council,Demolition,Determined,2,265000.0,132500.0,2026-03-22 07:51:27.567
Cessnock City Council,Demolition,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Dual occupancy,Determined,4,1325397.0,331349.25,2026-03-22 07:51:27.567
Cessnock City Council,Dual occupancy,Withdrawn,1,316345.0,316345.0,2026-03-20 22:27:23.57
Cessnock City Council,Dwelling,Determined,35,12396719.0,354191.97142857144,2026-03-28 23:48:47.293
Cessnock City Council,Dwelling,Rejected,1,370835.0,370835.0,2026-03-20 23:20:40.27
Cessnock City Council,Dwelling,Withdrawn,2,667210.0,333605.0,2026-03-22 08:16:06.17
Cessnock City Council,Earthworks / change in levels,Determined,2,23000.0,11500.0,2026-03-22 08:23:31.013
Cessnock City Council,Earthworks / change in levels,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Farm buildings,Determined,1,72600.0,72600.0,2026-03-20 23:24:35.933
Cessnock City Council,"Garages, carports and car parking spaces",Determined,19,1840190.0,96852.1052631579,2026-03-28 23:51:30.627
Cessnock City Council,Hotel or motel accommodation,Determined,2,215128.0,215128.0,2026-03-28 22:26:09.07
Cessnock City Council,Industrial development,Determined,1,0.0,0.0,2026-03-20 22:35:10.433
Cessnock City Council,Other,Deferred Commencement,1,5000.0,5000.0,2026-03-20 22:42:44.23
Cessnock City Council,Other,Determined,5,11384482.0,2276896.4,2026-03-28 23:52:38.513
Cessnock City Council,Other,Rejected,1,200000.0,200000.0,2026-03-20 23:20:48.783
Cessnock City Council,Other,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Pools / decks / fencing,Determined,5,1195168.0,239033.6,2026-03-22 08:21:04.167
Cessnock City Council,Pools / decks / fencing,Withdrawn,1,527410.0,527410.0,2026-03-22 08:31:40.67
Cessnock City Council,Recreational Uses,Determined,1,434060.0,434060.0,2026-03-20 23:06:41.57
Cessnock City Council,Retail premises ,Determined,1,5000.0,5000.0,2026-03-20 22:51:21.597
Cessnock City Council,"Retaining walls, protection of trees",Determined,6,890022.0,148337.0,2026-03-20 23:30:53.297
Cessnock City Council,Secondary dwelling,Determined,2,471995.0,235997.5,2026-03-22 07:25:51.54
Cessnock City Council,Semi-attached dwelling,Determined,1,245000.0,245000.0,2026-03-28 23:58:00.793
Cessnock City Council,Shed,Determined,14,472750.0,33767.857142857145,2026-03-28 22:03:09.63
Cessnock City Council,Stratum / community title subdivision,Determined,1,,,2026-03-20 23:09:45.763
Cessnock City Council,Subdivision of land,Deferred Commencement,1,10000.0,10000.0,2026-03-20 23:20:16.53
Cessnock City Council,Subdivision of land,Determined,10,5711801.0,571180.1,2026-03-28 22:58:10.787
City of Canada Bay Council,Alterations and additions to commercial development,Determined,4,2164100.0,541025.0,2026-03-22 08:32:03.58
City of Canada Bay Council,Alterations and additions to commercial development,Withdrawn,1,238812.0,238812.0,2026-03-20 22:55:19.93
City of Canada Bay Council,Alterations and additions to residential development,Deferred Commencement,1,959290.0,959290.0,2026-03-28 22:15:40.107
City of Canada Bay Council,Alterations and additions to residential development,Determined,6,2768679.0,461446.5,2026-03-22 07:40:04.683
City of Canada Bay Council,"Balconies, decks, patios, terraces or verandahs",Determined,1,600000.0,600000.0,2026-03-20 22:54:50.72
City of Canada Bay Council,Change of use,Determined,1,1334100.0,1334100.0,2026-03-22 08:32:03.58
City of Canada Bay Council,Demolition,Deferred Commencement,1,959290.0,959290.0,2026-03-28 22:15:40.107
City of Canada Bay Council,Demolition,Determined,9,7465900.0,829544.4444444445,2026-03-27 22:39:00.437
City of Canada Bay Council,Demolition,Withdrawn,1,734195.0,734195.0,2026-03-20 22:39:11.15
City of Canada Bay Council,Dual occupancy,Determined,6,5974600.0,995766.6666666666,2026-03-20 23:08:59.06
City of Canada Bay Council,Dual occupancy,Withdrawn,2,1754195.0,877097.5,2026-03-20 22:39:11.15
City of Canada Bay Council,Dwelling,Deferred Commencement,1,959290.0,959290.0,2026-03-28 22:15:40.107
City of Canada Bay Council,Dwelling,Determined,6,4151585.0,691930.8333333334,2026-03-27 22:39:00.437
City of Canada Bay Council,Dwelling,Operational consent issued,1,809000.0,809000.0,2026-03-20 23:21:06.067
City of Canada Bay Council,Dwelling,Withdrawn,1,1210.0,1210.0,2026-03-20 23:06:02.263
City of Canada Bay Council,"Garages, carports and car parking spaces",Determined,2,25000.0,12500.0,2026-03-20 22:38:49.63
City of Canada Bay Council,Mixed use development,Determined,1,1334100.0,1334100.0,2026-03-22 08:32:03.58
City of Canada Bay Council,Mixed use development,Withdrawn,1,28353643.0,28353643.0,2026-03-20 22:33:53.897
City of Canada Bay Council,Pools / decks / fencing,Deferred Commencement,1,959290.0,959290.0,2026-03-28 22:15:40.107
City of Canada Bay Council,Pools / decks / fencing,Determined,5,1926800.0,385360.0,2026-03-22 07:40:04.683
City of Canada Bay Council,Recreational Uses,Determined,1,80000.0,80000.0,2026-03-20 22:46:33.59
City of Canada Bay Council,Residential flat building,Determined,1,1334100.0,1334100.0,2026-03-22 08:32:03.58
City of Canada Bay Council,Retail premises ,Determined,2,1484100.0,742050.0,2026-03-22 08:32:03.58
City of Canada Bay Council,Secondary dwelling,Determined,3,294802.0,98267.33333333333,2026-03-22 08:38:20.24
City of Canada Bay Council,Signage,Determined,4,291700.0,72925.0,2026-03-20 22:52:21.29
City of Canada Bay Council,Stratum / community title subdivision,Determined,2,1674600.0,837300.0,2026-03-20 22:38:48.727
City of Canada Bay Council,Subdivision of land,Determined,2,650000.0,650000.0,2026-03-20 22:53:56.097
City of Canada Bay Council,Subdivision of land,Withdrawn,1,734195.0,734195.0,2026-03-20 22:39:11.15
City of Parramatta Council,Alterations and additions to commercial development,Determined,10,4466600.0,496288.8888888889,2026-03-22 08:10:52.623
City of Parramatta Council,Alterations and additions to commercial development,Rejected,1,642340.0,642340.0,2026-03-20 22:33:40.883
City of Parramatta Council,Alterations and additions to commercial development,Withdrawn,1,0.0,0.0,2026-03-20 22:50:56.53
City of Parramatta Council,Alterations and additions to industrial development,Determined,1,,,2026-03-20 22:33:55.093
City of Parramatta Council,Alterations and additions to residential development,Determined,12,1922631.35,213625.70555555556,2026-03-22 07:37:40.57
City of Parramatta Council,Attached dwelling,Determined,1,669061.0,669061.0,2026-03-20 22:27:41.88
City of Parramatta Council,"Balconies, decks, patios, terraces or verandahs",Determined,6,723217.0,120536.16666666667,2026-03-22 07:58:50.863
City of Parramatta Council,"Balconies, decks, patios, terraces or verandahs",Rejected,1,5000.0,5000.0,2026-03-20 22:44:03.373
City of Parramatta Council,Boarding house,Deferred Commencement,1,760000.0,760000.0,2026-03-20 22:48:26.5
City of Parramatta Council,Boarding house,Determined,3,2024300.0,674766.6666666666,2026-03-21 23:03:09.043
City of Parramatta Council,Business premises,Determined,2,115000.0,57500.0,2026-03-22 07:37:15.14
City of Parramatta Council,Centre based childcare,Withdrawn,1,10000.0,10000.0,2026-03-20 22:38:08.747
City of Parramatta Council,Change of use,Determined,5,965000.0,193000.0,2026-03-22 07:34:16.997
City of Parramatta Council,Change of use,Withdrawn,2,12000.0,6000.0,2026-03-20 22:48:20.557
City of Parramatta Council,Demolition,Deferred Commencement,2,1550000.0,775000.0,2026-03-22 07:40:14.78
City of Parramatta Council,Demolition,Determined,24,21708746.03,904531.0845833333,2026-03-28 23:53:39.597
City of Parramatta Council,Demolition,Rejected,1,1660362.0,1660362.0,2026-03-20 22:27:55.253
City of Parramatta Council,Demolition,Withdrawn,4,3381650.0,845412.5,2026-03-20 23:19:53.01
City of Parramatta Council,Dual occupancy,Deferred Commencement,2,1550000.0,775000.0,2026-03-22 07:40:14.78
City of Parramatta Council,Dual occupancy,Determined,30,20676024.0,795231.6923076923,2026-03-22 08:22:57.173
City of Parramatta Council,Dual occupancy,Rejected,2,60000.0,60000.0,2026-03-21 22:57:57.053
City of Parramatta Council,Dual occupancy,Withdrawn,6,4338011.8,723001.9666666667,2026-03-20 23:21:23.627
City of Parramatta Council,Dwelling,Determined,32,20313525.0,752352.7777777778,2026-03-28 23:48:13.963
City of Parramatta Council,Dwelling,Withdrawn,4,2434000.0,608500.0,2026-03-22 07:52:10.657
City of Parramatta Council,Earthworks / change in levels,Withdrawn,1,18000.0,18000.0,2026-03-28 23:48:54.72
City of Parramatta Council,Educational establishment ,Determined,2,0.0,0.0,2026-03-20 23:16:52.13
City of Parramatta Council,"Garages, carports and car parking spaces",Determined,2,1297940.0,648970.0,2026-03-20 22:56:12.047
City of Parramatta Council,"Garages, carports and car parking spaces",Withdrawn,1,7500.0,7500.0,2026-03-22 08:10:15.23
City of Parramatta Council,Health services facilities,Determined,1,186531.0,186531.0,2026-03-22 08:20:51.35
City of Parramatta Council,Health services facilities,Rejected,1,10000.0,10000.0,2026-03-20 22:47:25.517
City of Parramatta Council,Home business,Withdrawn,1,0.0,0.0,2026-03-20 22:44:43.877
City of Parramatta Council,Industrial development,Determined,3,0.0,0.0,2026-03-22 08:44:10.397
City of Parramatta Council,Mixed use development,Determined,2,10777315.0,5388657.5,2026-03-22 08:31:36.207
City of Parramatta Council,Mixed use development,Withdrawn,1,9553015.0,9553015.0,2026-03-20 22:33:42.423
City of Parramatta Council,Multi-dwelling housing,Determined,2,1649431.0,824715.5,2026-03-20 22:57:13.63
City of Parramatta Council,Multi-dwelling housing,Rejected,1,1660362.0,1660362.0,2026-03-20 22:27:55.253
City of Parramatta Council,Multi-dwelling housing,Withdrawn,1,2998718.03,2998718.03,2026-03-20 22:50:52.933
City of Parramatta Council,Other,Determined,13,2226120.81,171240.0623076923,2026-03-22 07:44:55.02
City of Parramatta Council,Other,Rejected,1,0.0,0.0,2026-03-20 23:21:20.22
City of Parramatta Council,Other,Withdrawn,1,,,2026-03-20 22:38:00.227
City of Parramatta Council,Out of school hours care,Determined,1,0.0,0.0,2026-03-20 23:04:06.82
City of Parramatta Council,Out of school hours care,Rejected,1,15000.0,15000.0,2026-03-20 22:43:45.06
City of Parramatta Council,Pools / decks / fencing,Determined,9,9530043.35,1058893.7055555554,2026-03-22 08:21:06.703
City of Parramatta Council,Pools / decks / fencing,Withdrawn,3,1627800.0,542600.0,2026-03-28 23:48:54.72
City of Parramatta Council,Recreational Uses,Determined,2,1.0,0.5,2026-03-20 22:44:25.987
City of Parramatta Council,Residential flat building,Determined,1,0.0,0.0,2026-03-20 22:50:35.18
City of Parramatta Council,Restaurant or cafe,Determined,2,40000.0,20000.0,2026-03-20 22:47:39.743
City of Parramatta Council,Restaurant or cafe,Withdrawn,1,150000.0,150000.0,2026-03-20 23:07:03.937
City of Parramatta Council,Retail premises ,Determined,2,2071300.0,1035650.0,2026-03-20 23:20:11.317
City of Parramatta Council,"Retaining walls, protection of trees",Determined,2,45000.0,22500.0,2026-03-20 23:21:25.347
City of Parramatta Council,"Retaining walls, protection of trees",Withdrawn,1,18000.0,18000.0,2026-03-28 23:48:54.72
City of Parramatta Council,Secondary dwelling,Deferred Commencement,1,900000.0,900000.0,2026-03-22 07:40:14.78
City of Parramatta Council,Secondary dwelling,Determined,8,2237337.0,279667.125,2026-03-22 08:16:59.24
City of Parramatta Council,Secondary dwelling,Withdrawn,5,674061.0,134812.2,2026-03-22 07:52:10.657
City of Parramatta Council,Semi-attached dwelling,Withdrawn,1,800000.0,800000.0,2026-03-20 22:37:40.89
City of Parramatta Council,Shed,Determined,2,1296200.0,648100.0,2026-03-20 22:44:34.54
City of Parramatta Council,Signage,Determined,8,127494.0,18213.428571428572,2026-03-22 07:34:16.997
City of Parramatta Council,Stormwater management systems,Determined,1,0.0,0.0,2026-03-22 07:34:34.127
City of Parramatta Council,Stratum / community title subdivision,Determined,1,607500.0,607500.0,2026-03-20 22:58:48.473
City of Parramatta Council,Subdivision of land,Deferred Commencement,2,1550000.0,775000.0,2026-03-22 07:40:14.78
