export_generated_at,snapshot_record_limit,application_last_updated_from,total_applications,distinct_councils,date_last_updated_min,date_last_updated_max
2026-08-13 14:40:27.718442+10,5000,2025-01-01,5000,98,2026-03-20 22:24:01.037,2026-03-29 00:00:10.857
